N_cyc (number of cycle)
100
OM_pre (preexisting OM)
13
VOC/NOx ratio
6.5
initial ROG concentration [ppb]
262
HO2(j)  RO2(j)  dROG(j)  Temp(j)  RH(j)  dSO4(j)  dNH4(j)
2.47940433020064E-05 3.31099952945226E-05 0.257981935543 316.888175 0.282897374824477 0 0
0.000531537474484538 0.000728225873755354 4.65938879833899 316.825175 0.283496704258428 0 0
6.06776249889706E-05 8.12238980825292E-05 0.470720742311997 316.762175 0.284097366951268 0 0
0.000295228791948827 0.000404779403491783 2.211195200986 316.956016666666 0.281613590989048 0 0
7.19839648435471E-05 9.75062397642831E-05 0.521080829536004 317.670016666666 0.273086890476752 0 0
2.45741381524068E-05 3.25898321775492E-05 0.212028071152005 318.384016666666 0.264860256271807 0 0
0.000334585278707895 0.000468012879901288 2.29932415786999 319.098016666666 0.25692186111658 0 0
5.57983551164492E-05 7.64435045387961E-05 0.38228065382701 318.767925 0.260452292400835 0 0
9.89000148584817E-05 0.00013877887353208 0.646343714501 318.434925 0.264071959942672 0 0
8.07518184168552E-05 0.000113454854070859 0.531796874480989 318.101925 0.267750439994287 0 0
6.47971532658492E-05 9.11122671443386E-05 0.434264348341003 318.081616666666 0.268198608649857 0 0
0.000129626101929687 0.000183876844347463 0.801973840257006 318.219616666666 0.266995816902481 0 0
0.000187526474831304 0.000266388211422497 1.106785772305 318.357616666666 0.265798587606845 0 0
0.000226766624675658 0.000321899932235837 1.280573997717 318.466858333333 0.264941004705629 0 0
0.000616682092827548 0.000870083964534934 3.454917844259 318.517858333333 0.26476150317067 0 0
0.000606525566312144 0.000845323574641301 3.059978868459 318.568858333333 0.264581403130115 0 0
0.000561836033013275 0.000775421706397976 2.55114808928799 318.619858333333 0.264400709607895 0 0
0.000610689036606494 0.000835732913552346 2.57926750369801 318.533241666666 0.265204800272822 0 0
0.00058830280722753 0.000797925890802506 2.26416375842 318.446241666666 0.266014337694399 0 0
0.000595327877522035 0.000801275961495602 2.11673216916941 318.359241666666 0.266826590595769 0 0
0.00061880408781811 0.000826783663003592 2.0467728301268 318.268258333333 0.268186360712698 0 0
0.000570317110405272 0.00075742664621032 1.7072484163451 318.175258333333 0.269831071723805 0 0
0.000704459176951222 0.000929684174263293 2.06530203148949 318.082258333333 0.271486263069368 0 0
0.000748049407483628 0.000978648005311474 2.0408262248732 317.822658333333 0.274695508112892 0 0
0.000765090974384541 0.000992190679684052 1.925284666953 317.225658333333 0.281147746144473 0 0
0.000798365641113136 0.00102510437006305 1.8888757965636 316.628658333333 0.287774546243058 0 0
0.000797018614800033 0.00101425652071604 1.73940491295831 316.031658333333 0.294581069518966 0 0
0.000638845443813261 0.000809637446692126 1.1692379218497 316.409941666666 0.290674745408097 0 0
0.000827518284177301 0.00104927868021179 1.55947463123479 316.790941666666 0.286795464414349 0 0
0.000851518954648217 0.00107910393478262 1.45539593568381 317.171941666666 0.282972599896109 0 0
0.000883575790837409 0.00112017488941382 1.3759810769991 317.104816666666 0.283795315705842 0 0
0.000939681234247848 0.00118948142983105 1.38293727116739 316.810816666666 0.286984641183566 0 0
0.000892233157659163 0.00112767324439972 1.15413516269051 316.516816666666 0.290214765333199 0 0
0.000994188449203776 0.00125449512311508 1.2809329136474 316.419166666666 0.291433233258728 0 0
0.00103385566686781 0.00130261422410866 1.23650011664179 316.719166666666 0.288528082119601 0 0
0.00112518543305995 0.00141782518137704 1.2727450315448 317.019166666666 0.285653118596947 0 0
0.00125290338584052 0.00157722084353779 1.3749635318503 317.319166666666 0.282808083278609 0 0
